col1,col2,col3,col4,col5,col6,col7,col8,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20
0.897,0.067,1.021,0.003,2562.6,0.334,0.055,2.439,0.61,3883.042,1.446,0.064,0.016,0.004,0.103,0.021,0.393,2.329,0.877
0.791,0.396,0,0.296,516.2,0.002,0.33,0.918,0.109,410.941,0.009,1.087,3.402,0.949,3.959,3.302,0.358,0.647,0
2.2,3.417,0.398,0.888,2683,0.344,1.525,0.032,0.296,513.768,9.411,1.868,0.359,0.266,1.207,0.088,0.519,1.146,2.794
0.001,4.42,0.559,0.011,1272.5,1.393,5.484,1.578,1.373,497.461,8.031,3.325,0,0.021,0.027,0.439,0.002,0.297,0.069
0.042,2.904,0.358,0.927,1317.9,0,0.206,1.83,0.329,85.693,0.21,2.335,3.553,0.326,1.183,0.129,0.456,2.095,0.573
0,0.144,0.868,0.146,6435.2,3.435,1.485,0.512,0.319,85.382,3.73,0.346,1.057,0.722,3.741,0.038,0,5.816,1.689
0,3.009,0.001,1.53,338.5,0.005,2.11,0.97,2.14,28.135,4.109,1.811,0.328,1.636,0.071,0.193,2.279,0.017,0.94
0.892,0.064,0.838,1.837,334.2,0.065,0.028,0.514,0.009,2.765,0.087,2.73,4.761,2.753,1.743,4.124,1.883,0.346,0.767
0,3.236,3.386,0.879,4898.4,1.218,1.454,0.042,1.171,22.399,12.512,1.844,0.292,0.23,0.974,0.247,1.486,2.589,0.165
1.106,0.458,1.033,2.46,569.1,0.128,2.424,0.778,0.031,452.09,0.007,0.016,0.436,4.034,7.387,4.294,0.31,0.719,0.156
0.012,0.721,0.673,0.151,1857.9,0,0.432,0.511,2.349,1221.028,0.227,0.062,0.097,0.001,0.679,4.191,2.453,2.09,0.004
0.216,0.554,0.198,2.296,2112.7,0.01,0.172,0.309,2.084,283.139,3.774,0.481,0.184,0.059,0.012,1.825,2.025,1.342,1.092
3.472,1.456,0.185,0.745,3740.7,0.809,1.797,0.857,4.542,4012.569,0.455,0.389,0.185,0.059,0.177,0.279,0.54,4.21,0.976
0.286,1.926,0.05,2.501,10902.6,0.218,0.488,0.178,1.659,1330.555,3.016,1.314,1.499,1.513,0.115,0.91,0.873,11.2,0.388
2.546,2.941,0.269,0.445,1077.3,0.743,0.21,0.878,1.454,14.33,0.32,2.17,1.413,0.01,0.573,3.995,0.077,1.82,2.004
0,0.685,0.004,0.827,4163.5,0.266,0.008,1.436,4.05,10.083,6.445,0.01,1.407,0.023,0,3.332,1.979,2.811,0
1.415,0.723,0.005,0.458,787.1,0.531,1.493,3.231,1.526,1714.746,0.003,2.381,0.223,2.773,0.938,4.838,0.39,1.02,1.749
2.875,0.178,0.009,6.261,2033.2,0.339,2.813,0.86,0,0.301,2.683,0.182,1.454,0.006,0.711,0.103,5.02,1.459,0.911
0.144,0.023,0.02,0.954,4434.2,0.223,0.207,0.464,0.318,222.907,4.033,0.524,0.183,0.896,0.028,0.192,0.06,3.586,3.687
3.717,0.976,0.272,0.956,78.5,0.151,0.525,0.302,0.833,8119.611,1.23,0.033,0.1,0.162,0.224,0.239,2.082,0.001,0.313
1.017,1.872,0.23,1.332,92.5,1.811,6.599,1.533,0.001,22.461,2.134,0.026,0.021,3.482,0.514,1.229,0,0.002,1.23
0.903,6.377,2.726,0.008,751.3,0.007,0.227,0.13,0.008,595.701,2.025,0.33,0.372,4.795,2.319,0.078,0.132,1.906,1.105
2.847,2.301,7.972,0.324,1157.7,0.789,0.202,2.943,1.237,1655.384,0.13,0.032,8.498,2.427,1.17,0.257,2.928,1.79,0
0.713,2.655,0.27,2.842,276.4,3.166,0.811,0.033,1.18,7.019,0.899,2.78,0.324,0.28,0.128,0.063,0.973,0.74,0.041
10.214,1.482,0.067,0.569,354.3,0.31,0.155,0.756,2.029,2065.455,2.526,0.001,1.642,2.909,0.352,0.035,0.035,0.069,0.449
0.31,0.143,0.125,0.002,27.7,0.223,2.274,0.041,2.701,415.713,0.228,0.208,0.619,3.505,0.152,0.125,0.108,0.004,1.394
0.39,15.236,0.078,2.402,17199.1,0.606,0.479,0.028,0.047,14.207,50.289,0.004,0.055,3.68,3.205,0.003,1.074,8.361,1.8
0,4.483,1.581,0,1710.3,1.053,0.654,0.919,0.998,111.639,9.042,1.329,0.194,1.834,3.911,0.238,0.173,0.498,0.214
4.057,7.345,0.932,2.787,2889.5,1.898,0.087,0.096,0.092,1621.08,0.708,1.3,0.374,2.168,5.292,2.606,0.077,4.781,0.305
0.02,2.726,0.292,0.298,149.7,5.193,0.002,2.194,1.815,2595.673,1.19,0.165,0.233,0.395,0,1.704,1.293,0.545,2.475
0.002,0.067,0.107,0.001,445.2,0.026,0.045,0.001,0.025,1676.733,0.137,0.328,2.785,1.121,4.339,0.363,0.057,0.45,0.148
0.937,3.996,0.177,2.414,61.1,1.059,0.36,2.649,5.274,3.936,2.304,0.712,0.484,0.519,0.194,0.179,0.061,0.477,0.264
0.409,7.859,0.106,0.214,218.4,2.793,0.105,3.722,0.115,1007.053,4.085,3.867,0.1,0.105,0.351,0.692,0.851,1.165,2.421
7.135,0.996,0.927,1.368,3242.8,2.678,0.955,1.997,1.78,0.18,6.116,0.742,0.114,2.412,0.433,0.451,0.619,2.009,1.634
6.784,3.364,0.385,0.446,2645.5,0.795,0.514,3.28,2.414,30.535,0.021,0.481,4.008,0.498,1.303,0.358,0.045,3.67,0.266
0.163,1.565,1.314,0.096,1417.9,1.842,0.352,3.946,0.011,23.565,0.001,0.718,0.164,0.077,0.028,2.383,2.077,1.908,1.023
2.805,0.784,0.199,0.435,4507.8,0,0,0.364,0.022,0.687,1.261,0.211,7.299,1.98,0.735,2.574,0.191,4.624,0.683
0.224,0.815,0.1,3.672,1344.6,8.904,2.166,1.934,0.43,275.437,0.062,0.287,0.479,5.166,0.011,0.487,0.002,1.617,1.154
8.549,0.026,0.011,0.014,1752.4,0.214,1.762,2.542,0.988,1037.695,1.742,1.175,0.136,0.973,0.002,1.716,0.22,1.381,6.23
1.384,0.347,1.436,0.139,4337.5,0.077,0.74,0.016,0.665,2060.771,1.807,4.142,2.55,3.938,0.002,0.008,0.221,4.179,0.088
0,15.933,0.029,2.07,5229.6,0.011,0,0.415,0.76,1795.486,30.357,0.948,0.969,4.349,1.209,0.204,0.002,1.362,1.855
1.353,5.328,3.476,0.894,185.2,0.301,0.176,0.242,4.178,871.835,2.636,0.018,0.115,0.125,0.158,0.89,0.177,0.866,0.285
10.25,0.095,0.175,0.319,2114.7,0.963,0,0.037,1.59,55.93,2.447,0.067,1.805,1.279,0.298,0.666,5.588,1.588,0.002
0.044,0.028,0.028,1.108,14.3,0.326,0.094,0.218,0.474,0.22,0.063,2.259,0.529,1.592,0.008,0.238,0.288,0.005,0.185
0.116,0.939,0.162,2.833,4971.1,1.016,7.06,0.336,0.04,4.11,8.011,0.026,0.1,0.106,0.256,0.126,1.256,3.301,0.911
15.554,4.931,0.012,1.002,452.8,0.149,0.411,7.14,5.912,2102.807,1.772,2.227,0.73,0.23,0.005,0.202,0.294,1.282,0.001
0.015,0.514,4.948,0.32,1474,1.409,2.303,0.918,0.063,8.625,2.911,0.761,1.806,0.047,0.007,0.02,0.205,0.894,0.493
2.056,2.089,0.364,6.397,1780.5,0.089,1.971,1.648,0.04,1.927,0.005,0.085,4.609,0.033,0.13,2.099,1.788,2.427,4.272
0,11.301,1.177,2.018,1596.1,0.508,1.974,2.25,1.464,649.914,16.399,0.003,1.441,2.299,0.462,2.758,3.637,0.141,0.466
4.296,1.831,0.115,0.001,7.7,2.127,0.825,1.62,0.031,54.843,1.575,0.221,0.372,0.894,0.002,0.056,1.385,0.055,0
0.001,1.74,0.011,0.834,1536.1,0.043,0.004,4.205,0.272,601.724,0.002,0.161,0.06,0.012,0.415,0.293,0.015,2.078,0.742
0.352,0.146,0.1,0.001,7680.1,0.139,0.056,0.077,5.008,1271.887,4.57,2.218,2.309,4.628,0.563,0.03,0,6.902,2.552
0.088,0.32,0.08,0.035,26.7,0.985,0.729,0.267,0.008,0.921,0.407,0.077,2.981,2.482,2.569,0.092,0.049,0,0.077
0.071,0.015,0.062,1.933,3705.9,0.259,0.002,0.921,0.435,1915.174,2.589,0.322,0.21,0.048,0.93,1.839,1.16,3.21,0
0.007,0.195,2.028,4.223,332.5,0.056,0.428,0,0.001,1254.846,0.017,0.747,0.102,0.337,0.518,4.738,0.09,0.398,4.399
0.006,0,0.038,0.217,5182.9,2.778,0.651,0.06,1.261,10.018,4.055,1.642,0.042,2.08,0.208,0,0.006,4.365,0.36
0,5.978,0.4,0.183,749.7,0.195,0.004,2.387,1.713,1266.067,1.834,0.109,0.748,0.616,5.318,0.377,0.368,1.852,0.282
0.166,0.465,1.536,0.149,1579.2,0.002,0.004,3.887,0.445,596.162,0.278,0.299,0.466,0.222,0.509,0.132,0.283,1.714,1.215
1.377,0.381,0.946,2.194,504.8,0.115,0.213,0.17,0.611,656.175,0.009,0.224,1.787,5.417,0.247,0.127,0.248,0.631,2.282
0.384,2.568,0,0.027,2114.2,0.461,1.768,1.775,0.337,339.292,0.009,0.015,1.571,0.317,0.023,0.479,0.177,2.904,1.843
0.403,2.751,0.158,0.928,2241.3,0.006,0.612,2.64,1.072,1289.09,0.012,0.752,0.001,1.335,0.059,0.152,0.004,3.085,0.063
0.028,0.003,0.873,2.352,79.4,3.501,0.102,0.104,0.115,7416.996,0.042,0.775,2.643,2.587,0.001,0.117,2.753,0.073,0.07
13.553,0.167,0.66,0.164,237.5,0.05,0.56,3.905,2.064,2425.234,0.624,2.605,1.45,1.389,0.002,0.414,0.08,0.123,0.151
1.463,0.485,2.953,0.093,536.3,1.508,0.015,0,0.169,1511.096,0.002,0.257,0.286,6.783,0.335,0.841,1.358,0.693,3.908
0.001,0.081,7.674,0.044,2792.5,0.012,0.093,0.646,0.003,1002.569,3.018,1.101,0.336,0.009,0.078,0.556,0.209,2.145,1.069
2.56,1.491,0.239,2.476,563.4,0.446,1.924,0.031,0.069,12.351,0.154,0.143,0.955,0.531,0,4.479,0.015,0.943,0.012
0.88,0.522,1.744,0.853,1670.4,0.058,0.812,1.339,2.357,802.278,0.274,0.145,0.133,0.087,1.763,4.623,2.026,1.827,1.673
0.019,2.304,0.014,2.838,279.9,2.355,0.365,0.115,0.332,737.42,0.72,0.159,8.365,0.33,0.551,2.101,2.438,0.701,0.053
16.933,4.28,0.594,0.333,1131.5,0.043,0.056,2.058,0.18,1630.46,0.724,1.819,0.06,0.045,0.005,0.054,1.016,2.117,1.679
0.004,30.971,0.547,0.729,9739.9,0.254,2.164,0.001,0.502,387.791,58.088,3.439,7.987,0.824,1.03,0.138,1.588,2.451,0.041
0.035,0.92,0.504,0.637,898.4,4.01,0.305,0.694,0.658,1841.553,2.819,0.011,1.415,1.494,2.201,0.005,0.08,0.416,1.065
0.468,2.491,0.039,1.048,973.1,1.209,1.53,1.398,0.819,2507.224,0.243,2.203,0.27,0.168,2.916,1.385,1.139,1.613,0.668
0.493,4.942,0.178,0.016,205.8,0.273,0.86,1.239,0.435,816.885,2.337,0.75,0.824,1.073,0.092,0.562,0.159,0.868,0.199
13.956,0.563,3.975,1.844,3258,1.22,0.011,0.149,0.452,10.215,5.114,0.298,0.117,2.814,0.211,0.77,0.033,2.187,2.173
0.077,3.853,0.012,0.408,432.1,0.616,0.011,3.579,0.128,641.124,1.257,4.391,0.006,1.344,1.11,0.066,0.002,1.12,2.045
0.589,2.219,0.024,0.364,13.2,0.667,0.408,0.021,0.6,1979.284,1.424,0.893,2.183,0.423,0.048,0.46,0.391,0.204,1.771
0.354,0.009,1.128,0.013,1204.4,0.652,1.474,0.397,0.876,2077.657,0.799,0.013,5.645,0,1.293,0.128,0.498,1.056,0.34
40.697,0.591,0.003,0.894,2727.5,1.597,0.011,0.091,0.768,386.823,0.646,2.362,1.385,1.983,0.43,0.739,0.07,2.86,2.962
0.065,1.185,0.609,2.229,286.4,7.204,0.143,0.624,0.351,818.93,2.027,0.159,0.083,0.801,0.21,0.724,3.575,0.056,0.225
0.205,2.855,4.428,0.014,785.9,0.072,1.578,0.857,0.006,16.094,0.461,2.185,1.192,4.457,0.013,0.99,0.108,1.451,0.528
5.007,2.743,1.377,0.108,120.7,0.253,0.019,0.005,4.507,298.42,3.063,0.229,0.668,3.131,0.961,0.416,0.436,0.004,0.087
0.023,5.889,0.389,0.539,756.2,2.016,9.014,0.092,2.681,65.152,8.326,2.566,0.404,0.554,0.023,0.777,0.528,0.054,1.041
14.849,1.326,2.355,0.14,74.5,1.742,1.661,0.355,0.001,205.679,0.574,1.531,0.001,0.002,0.883,0.317,0.623,0.268,0.057
0.001,1.844,0.434,1.095,3524.4,0,0.441,0.303,2.033,7.901,8.147,0.325,0.041,0.05,2.24,0.001,3.162,1.971,1.249
7.062,7.28,0.511,2.262,1956.1,0.915,0.198,2.99,0.045,11.671,12.911,1.862,0.097,0.084,0.257,1.218,0.638,0.428,0.541
1.288,3.491,0.029,0.891,2742.1,0.055,0.667,0.07,0.153,94.881,0.022,1.263,0.692,0.001,0.023,0.147,0.979,3.805,1.735
8.226,10.143,0.683,2.138,7007.4,0.549,0.61,0.005,0.075,53.716,0.168,0.181,0.519,0.448,0.006,0.283,0.069,10.013,0.428
0.222,0.815,0.855,0.14,858.3,0.499,0.415,0.005,0.349,24.697,0.002,0.503,0.056,0.026,5.958,0.68,0.632,1.12,3.155
0.511,0.093,0.001,2.849,1932.4,0.518,0.072,0,0.298,123.078,2.264,0.011,0.041,0.062,1.999,1.19,0.018,1.446,1.745
0.04,6.666,4.401,0.773,4796.5,0.332,0.256,1.975,4.519,433.301,0.086,0.01,0.942,0.342,0.323,0.08,0.064,6.79,0.606
0.003,1.308,0.046,0.238,1229.2,0.318,9.007,0.008,1.42,166.082,0,0.743,0.451,1.71,1.232,0.002,4.868,1.641,4.499
5.071,0.608,0.202,0.043,1010.5,0.214,0.848,0.304,0.247,536.977,2.479,0.692,2.72,0.204,1.013,0.905,0.381,0.547,0.036
0.006,2.75,0.014,0.754,69.4,0,0,0.012,0,2299.11,2.812,0.52,0.029,1.042,0.015,3.724,0.028,0.021,0.682
25.422,0.62,1.727,0.008,6881.2,0.428,1.253,4.07,0.919,25.78,2.734,0.827,0.145,0.504,0.561,0.004,0.108,6.685,0.161
1.179,1.654,0.245,0.751,1484.4,0.619,1.025,0.283,0,1645.134,0.001,8.058,1.66,0.001,0.883,1.256,1.25,2.001,0.771
0.439,1.122,0.029,0.476,743.8,0.741,0.438,1.034,2.16,1076.823,0.023,0.102,0.164,0.402,0.233,0.146,1.011,1.073,0.832
0,0.667,1.987,5.52,876.2,0.09,0,0.001,0.895,2847.544,0.015,0.02,0.094,0.015,1.08,7.462,0.009,1.096,0.112
0.001,0.516,0.019,0.012,0.3,0.602,0.04,1.924,1.008,3164.566,0.409,0.938,0.076,3.819,0.036,0.069,0.03,0.023,0.356
3.788,0.792,0.179,0.15,839.3,0.281,6.301,0.898,1.594,7.904,0.002,0,0.021,0.051,0.729,0.362,1.346,1.094,0.511
0,0.232,1.845,0.982,2678.1,1.418,0.64,0.605,0.712,64.715,1.082,1.153,4.558,0.287,0.007,7.34,0.174,2.594,1.543
0.002,1.586,1.777,0.832,1427.2,0.053,1.911,2.601,2.345,1278.117,0.001,0.001,4.703,1.077,5.675,0.192,3.259,1.923,0.026
0.005,4.314,0.28,1.128,843.7,0.762,0.301,1.242,1.093,237.706,6.89,0.64,0.123,0.08,0.166,1.881,0.009,0.129,0.025
0.022,0.942,1.631,0.051,0.2,0.365,1.494,0.359,0.949,410.521,0.691,0.549,1.177,4.825,0.16,0.198,0.794,0.057,0.34
15.614,0.234,0.212,3.098,96.4,0.462,0.538,0.569,0.383,1589.189,0.487,0.075,1.468,0.394,5.944,1.535,0.208,0.03,2.676
0.002,0.251,0.006,0.009,3282.9,0.016,0.006,3.71,0.129,0.2,4.206,0.007,0.144,0.01,0.103,0.649,0.036,2.381,1.913
4.942,0.417,0.034,0.822,537,1.03,2.637,0.163,0.002,187.355,0.008,2.323,0.448,1.363,0.335,0.209,1.153,0.674,0.007
0.002,2.012,0.076,0.012,1594.3,0.977,0.393,0.885,0.047,1886.127,5.565,0.004,0.096,0.157,0.021,0.136,0.003,0.684,0.007
0,1.109,0.251,0.534,458.7,0.599,0.262,4.034,9.519,866.163,2.309,0.027,0.339,1.73,3.429,0.442,0.573,0.141,0.013
0.837,1.846,0.307,0.003,36.7,2.224,0.846,0.285,0,908.415,1.022,0.265,0.134,0.001,0.302,1.391,0.042,0.241,0.253
0,2.533,0.214,0.007,186.4,3.59,0.144,1.205,0.539,298.858,3.129,0.343,1.136,0.174,0.256,0.033,1.088,0.001,0.002
0.04,1.291,0.784,2.283,405.7,0.055,0.003,2.148,0.014,1797.014,0.177,0.397,0.034,0.908,1.678,1.659,0.563,0.718,0.028
0.578,1.019,0.222,0.078,1220.7,0.746,0.286,1.485,0.024,362.753,0.012,0.152,0.625,1.131,0.358,0.163,0.804,1.554,0.47
0,2.523,0.249,0.013,998,0.005,0.749,6.584,1.1,429.581,5.161,0.053,0.325,0.013,1.658,1.49,0.886,0.298,0.083
0.034,5.92,1.21,0.018,15.4,0.365,0.001,0.004,1.096,13.596,4.02,0.032,0.028,3.703,1.075,1.942,0.006,0.461,0.006
15.001,2.27,2.396,0.186,1917.5,1.581,1.378,0.027,2.531,182.296,0.006,0.012,0.833,1.099,2.792,0.981,0.201,2.619,0.423
9.659,0.677,0.487,2.735,886.7,0.379,1.174,1.537,0.115,113.686,0.015,1.935,0.126,0.432,0.475,0.068,0.761,1.11,0.355
0.223,2.984,0.299,0.572,2417.8,0.932,0.883,0.666,0.039,4081.607,0.013,0.153,0.368,1.431,0.214,5.41,0,3.332,0.436
0,3.357,0.001,0.213,2336.5,0.516,0.005,0.284,1.609,295.52,8.737,0.253,1.714,0.525,0.045,0,0.55,0.949,0.026
0.396,1.299,2.014,0.292,1217.8,0.045,0.011,0.113,0.039,429.996,0,0.512,2.356,0.191,0.029,2.966,0.684,1.627,0.081
0.009,0.225,0.253,0.312,1514.5,2.206,0.117,0.776,0.217,22.321,2.279,0.003,0.162,0.001,0.069,0.011,1.917,1.034,0.376
0.018,1.749,0.463,0.007,4174,0.621,1.526,0.008,0.926,845.463,8.828,2.459,3.231,0.623,0.293,3.807,0.707,2.446,0.749
0,0.258,0.018,1.064,400.7,1.364,0.082,1.978,0.282,52.859,0.015,1.266,4.172,1.153,0.543,4.134,1.179,0.487,2.012
0.061,0.788,1.198,0.318,838.9,0.681,2.064,0.349,0.002,8.605,0.002,0.335,0.155,0.266,1.132,6.589,0.164,1.092,0.234
2.049,0.504,2.19,3.306,4061.7,1.299,0.925,0.214,0.133,569.861,5.827,1.457,0.401,3.962,0.157,0.013,0.02,2.826,0.645
0.035,1.505,3.446,0.06,718.2,1.347,2.25,3.67,0.281,436.072,3.32,0.011,0.007,0.92,0.398,2.568,2.265,0.241,0.26
0.001,5.028,1.877,0.197,1219.7,4.402,2.837,0.011,0.975,732.715,0.932,2.065,0.034,0.123,4.124,1.295,0.437,2.348,3.478
16.724,0,0.017,7.198,1356.8,0.545,0.04,0.188,5.893,1058.985,1.109,0.928,0.098,0.613,1.43,0,1.517,1.13,1.128
0.012,4.186,0.344,0.014,280.6,0.058,0.26,0.516,0.021,39.471,1.708,0.904,3.814,3.02,0.035,0.048,2.448,0.923,0.15
1.499,0.787,0.142,0.056,844,1.561,0.245,0.966,1.197,40.024,0.002,0.005,0.047,1.951,5.645,0.799,0.281,1.097,1.169
0,0.728,2.034,0,799.2,1.196,0.318,0.772,1.167,1300.519,0.003,3.264,0.006,0.236,0.395,0.001,0.366,1.034,0.853
0.759,1.034,0.062,0.938,6399.6,0.879,0.062,0.882,1.669,1581.781,9.856,0.619,2.295,2.606,0.364,4.931,0.071,4.329,0.626
1.07,0.279,0.005,0.016,416.8,0.068,0.018,5.226,0.682,0.009,0.014,1.221,1.409,1.285,1.087,0.18,7.101,0.51,0.121
0,0.464,0.057,1.287,2513.7,1.586,0.271,1.04,0.437,32.495,4.024,0.526,0,4.505,0,0.001,1.739,1.674,0.021
0.019,0.289,1.187,1.617,107.6,0.558,1.365,4.148,2.247,1053.783,0.578,0.537,0.148,0.574,0.247,1.134,0.176,0.031,2.335
0.001,0.062,0.891,0.092,1.6,0.785,1.599,0.6,0.067,1531.635,0.033,0.599,7.367,0.081,0.993,0.459,6.466,0.009,0.391
0.524,7.221,0.881,0.017,40.6,0.356,0.004,1.298,3.514,1729.671,4.653,0.258,0.414,1.62,1.329,0.324,0.348,0.654,0.001
0.009,0.425,0.164,0.608,1087.2,0.303,0.022,0.851,0.301,70.469,2.239,1.329,0.02,0.909,3.558,1.224,3.089,0.646,0.033
0,1.906,3.043,0.004,1656.8,0.328,0.207,1.579,4.691,2812.446,0.003,0.055,3.394,0.352,0.018,0.458,1.368,2.249,0
2.37,1.633,0.477,0.092,1468.2,0.004,0.288,1.455,0.384,258.067,0.001,0.507,0.57,3.967,0.009,3.669,0.822,1.979,2.795
0.01,0.367,1.128,0.824,2075.6,0.008,0.079,0.757,0.217,715.524,3.28,2.617,2.195,2.285,0.017,0.218,0.462,1.39,0.003
0.033,10.429,1.352,2.277,30.5,0.76,0.937,0.052,0.03,359.312,7.036,2.41,0.069,0.472,1.949,0,0.459,0.828,0.411
0.031,0.11,0.073,0.306,2095.4,0.839,0.71,4.425,2.409,224.155,1.003,0.006,0.148,5.614,0.259,1.743,0.049,1.968,0.13
0.022,4.693,0.575,0.674,50.6,0.006,5.904,0.005,2.885,59.398,4.345,0.462,0.008,1.747,0.056,0.013,0.283,0.088,0.553
0.005,5.043,2.108,2.034,3765.7,0.842,2.508,0.443,2.738,3170.668,0.05,0.589,3.237,2.163,0.386,0.617,1.074,5.286,0.102
5.164,4.934,0.371,0.415,3.9,3.899,0.679,0.217,1.565,3058.696,3.521,1.774,0.199,1.026,2.189,0.195,0.848,0.328,2.29
0.944,0.73,0.207,0.574,2244.8,4.163,0.338,0.071,0.743,81.748,0.351,1.892,1.842,1.736,2.463,0.051,0.246,2.467,0.096
7.096,0.82,0.017,0.032,74.9,0.636,0.494,0.251,0.206,830.027,1.064,0.165,0.009,0.66,1.784,3.263,0.004,0.002,0.027
0,0.067,3.688,1.048,6323.1,0.021,0.323,0.233,0.002,209.01,6.087,0.02,1.607,1.336,1.804,2.881,0.764,5.03,1.497
0,0.36,0.151,0.276,122.1,0.164,0.7,0.293,0.155,2610.146,0.694,0.001,0.013,0.21,0.979,1.411,1.417,0.033,0.022
0.231,5.214,0.271,0.818,3868.3,1.188,0.052,1.144,0.189,62.389,0.054,0.645,2.287,0.707,0.182,1.262,0.003,5.437,0.866
0.512,0.075,0.383,0.053,849.2,2.567,0.953,0.574,0.024,375.352,1.123,4.253,0.259,0.256,0.761,0,0.592,0.609,0.146
5.275,0.039,0.004,0.023,1315.8,0.53,0.231,0.042,0.013,1613.398,0.725,0.183,2.843,0.059,0.059,0.003,0.273,1.202,2.049
6.94,7.628,1.23,0.012,2526.4,0.307,0.001,1.968,0.425,973.133,14.582,0.887,0.804,0.342,3.249,1.188,1.056,0.663,5.369
41.293,1.131,0.003,2.69,2724.6,0.287,0.289,1.509,0.085,1971.593,5.741,1.909,0.279,0.255,0.087,0.799,1.09,1.6,0.281
14.08,0.925,2.25,1.725,1764.6,0.13,0.096,0.258,0.556,65.279,4.083,3.988,0.206,0.111,4.29,1.765,0.806,0.986,0.313
0.462,1.588,0.82,0.023,2338.7,1.465,0.121,0.595,0.382,274.656,6.048,0.043,1.09,0.339,2.316,0.034,0.051,1.227,0.596
1.753,0.218,0.183,0.733,1039.9,0.079,0.247,0.073,0.209,457.998,1.73,0.659,0.589,1.495,0.038,2.206,0.194,0.681,0.406
0,2.594,0.011,0.632,121.9,0.055,0.204,9.611,0.019,980.583,2.93,1.501,0.012,0.016,0.653,0.007,0.488,0.003,2.317
0.053,0.376,0.627,1.124,505.6,0.003,1.242,5.039,0.037,423.023,0.01,1.745,0.068,0.007,0.006,8.692,0.449,0.63,0.053
0,12.578,1.037,0.019,8.1,0.444,0.519,0.166,0.05,400.402,9.023,1.515,0.004,0.817,1.899,0.292,0.015,0.821,0.415
0.016,18.112,3.131,0.052,5602.3,0.028,0.503,1.222,0.654,3780.524,33.766,1.355,0.032,1.559,3.549,1.523,0.09,1.39,0.705
0.095,6.924,0.159,0.038,101.5,1.255,0.001,0.002,0.005,3247.996,4.017,1.845,0.818,2.81,0.524,0.706,0.173,0.816,0.012
35.85,2.719,2.15,0.1,258.1,0.001,0.506,0.169,3.112,15.233,3.56,0.252,0.779,0.049,1.825,0.008,0.31,0.007,2.568
0.004,0.006,2.394,0.343,3789.8,0.173,0.54,0.408,0.008,127.702,3.241,6.622,2.443,2.104,1.051,0.009,0.358,3.118,0.204
1.907,1.517,3.525,0.04,1377.5,7.109,0.424,7.594,0.22,484.981,0.001,0.006,1.836,0.255,0.102,0.064,0.141,1.853,0.06
0.345,0,0.396,0.93,27.2,2.497,0.673,0.622,0.268,403.524,0.023,0.23,0.293,1.779,0.673,0.114,0.004,0.022,0.315
0.101,1.898,0.281,0.16,1643.3,0.05,0.099,0.012,0.02,786.863,0.003,0.227,2.32,0.56,0.493,3.224,3.076,2.232,2.738
0.186,1.211,0.299,0.668,1156,2.554,0.052,0.001,0.322,28.037,0,0.92,0.12,0.233,0.021,0.452,1.254,1.538,1.225
0.012,2.233,0.6,5.377,1282.5,0.044,1.089,0.099,0.258,1893.159,5.332,0.44,0.69,1.134,0.006,0.966,0.504,0.476,0.778
0,0.052,1.027,4.669,176.7,0.488,0.143,3.294,0.85,285.701,0.031,0.379,5.051,0.23,0.473,0.191,0.279,0.192,0.156
4.202,0.185,0.118,1.19,368.6,0.505,0.352,2.56,0.073,1227.123,0.837,1.432,1.352,0.055,4.102,0.117,0.33,0.208,0.284
0.196,0.175,2.288,0.938,5452.7,0.225,0.31,0.273,0.128,1304.194,5.982,2.47,2.169,0.044,0.114,0.64,0.695,4.167,0.662
6.704,3.751,0.202,0.948,804.2,0.426,1.089,0.292,0.031,6.247,6.169,0.555,1.57,0.364,0.735,2.385,1.191,0.138,0.439
0.803,0.466,0.069,0.099,14003.4,2.999,0.018,0.488,0.233,459.476,7.521,0.002,0.032,0.326,0.738,0.636,0,12.859,0.021
2.077,3.994,0.73,0.413,93.1,1.137,0.038,1.187,1.004,263.149,2.149,0.01,1.71,2.403,0.166,0.043,0.293,0.553,0.844
0.002,0.537,1.38,0,645.2,2.524,0.692,0.527,0.61,1.784,0.006,0.002,1.46,0.22,0.18,1.479,0.387,0.821,0.045
3.179,0.015,0.102,4.701,1879,0.01,0.963,0.031,0.949,1.841,1.241,1.545,0.006,0.322,0.537,1.261,0.009,1.649,0.015
0.098,0.201,1.257,1.614,340.9,7.526,0.261,1.833,0.047,12.251,0.017,4.273,0.522,0.032,1.051,0.06,0.001,0.408,0.023
0.082,4.447,0.871,0.467,3373.4,0.981,0.222,0.066,0.171,770.352,0.039,0.307,0.571,0.27,0.215,0.009,1.85,4.718,1.46
0.02,0.739,0.03,2.019,486.8,0.369,2.262,0.065,4.318,820.22,1.876,0.008,3.5,2.047,2.273,2.614,4.102,0.193,0.732
0.172,2.596,0.249,5.704,371.3,1.313,0.026,0.068,0.088,1190.674,0.736,1.378,0.209,1.852,0.57,0.199,0.292,0.869,0.382
0.114,0.55,0.053,1.392,2881,2,0.174,1.451,0.189,11.421,4.656,1.29,1.459,0.184,1.919,1.342,0.665,1.911,0.838
1.868,0.687,1.103,0.109,1433.1,0.075,0.168,1.517,1.619,935.83,3.196,0.082,0.632,0.002,4.29,0.091,1.742,0.817,0.511
